0	1.0E7

600	1.0E7

1200	9731166.0

1800	9731166.0

2400	9731166.0

3000	9731166.0

3600	9731166.0

4200	9731166.0

4800	9731166.0

5400	9456495.0

6000	9456495.0

6600	9456495.0

7200	9456495.0

7800	9456495.0

8400	9456495.0

9000	9456495.0

9600	9456495.0

10200	9456495.0

10800	9456495.0

11400	9456495.0

12000	9456495.0

12600	9456495.0

13200	9456495.0

13800	9456495.0

14400	9456495.0

15000	9456495.0

15600	9456495.0

16200	9456495.0

16800	9456495.0

17400	9456495.0

18000	9456495.0

18600	9456495.0

19200	9456495.0

19800	9456495.0

20400	9456495.0

21000	8927945.0

21600	7305361.0

22200	7020791.0

22800	6757250.0

23400	6757250.0

24000	6472048.0

24600	6198791.0

25200	6198791.0

25800	6198791.0

26400	6198791.0

27000	5933907.0

27600	5933907.0

28200	5933907.0

28800	5933907.0

29400	5933907.0

30000	5933907.0

30600	5933907.0

31200	5933907.0

31800	5933907.0

32400	5933907.0

33000	5933907.0

33600	5933907.0

34200	5933907.0

34800	5933907.0

35400	5933907.0

36000	5933907.0

36600	5933907.0

37200	5933907.0

37800	5933907.0

38400	5933907.0

39000	5933907.0

39600	5933907.0

40200	5933907.0

40800	5933907.0

41400	5933907.0

42000	5933907.0

42600	5933907.0

43200	5933907.0

43800	5933907.0

44400	5933907.0

45000	5933907.0

45600	5933907.0

46200	5933907.0

46800	5933907.0

47400	5933907.0

48000	5933907.0

48600	5933907.0

49200	5933907.0

49800	5933907.0

50400	5933907.0

51000	5933907.0

51600	5933907.0

52200	5933907.0

52800	5933907.0

53400	5933907.0

54000	5933907.0

54600	5933907.0

55200	5933907.0

55800	5933907.0

56400	5933907.0

57000	5933907.0

57600	5933907.0

58200	5933907.0

58800	5933907.0

59400	5933907.0

60000	5933907.0

60600	5933907.0

61200	5933907.0

61800	5933907.0

62400	5933907.0

63000	5933907.0

63600	5933907.0

64200	5933907.0

64800	5933907.0

65400	5933907.0

66000	5933907.0

66600	5933907.0

67200	5933907.0

67800	5933907.0

68400	5933907.0

69000	5933907.0

69600	5933907.0

70200	5933907.0

70800	5933907.0

71400	5933907.0

72000	5933907.0

72600	3517835.0

73200	3517835.0

73800	3517835.0

74400	2359787.0

75000	2359787.0

75600	2359787.0

76200	2359787.0

76800	2359787.0

77400	2359787.0

78000	2359787.0

78600	2359787.0

79200	2359787.0

79800	2071723.0

80400	119098.0

81000	385095.0

81600	385095.0

82200	143666.0

82800	151927.0

83400	151927.0

84000	168753.0

84600	176493.0

85200	176493.0

85800	176493.0

86400	176493.0

87000	445327.0

87600	158446.0

88200	688018.0

88800	97371.0

89400	397734.0

90000	386299.0

90600	114091.0

91200	123197.0

91800	375501.0

92400	110344.0

93000	371376.0

93600	371376.0

94200	633386.0

94800	633386.0

95400	897263.0

96000	38381.0

96600	635844.0

97200	142985.0

97800	406526.0

98400	144333.0

99000	130423.0

99600	123958.0

100200	54412.0

100800	100901.0

101400	356730.0

102000	90010.0

102600	370281.0

103200	104284.0

103800	295337.0

104400	50273.0

105000	346154.0

105600	346154.0

106200	29117.0

106800	53985.0

107400	310508.0

108000	22222.0

108600	12259.0

109200	66550.0

109800	351752.0

110400	50967.0

111000	24677.0

111600	237524.0

112200	5618.0

112800	269563.0

113400	38662.0

114000	543859.0

114600	543859.0

